RRraw,SpO2raw,HRraw,RRlowess,SpO2lowess,HRlowess,Label
21.879858091098033,91.566698314913,78.26683010911339,19.355511395942848,91.51044953542822,75.1801956093605,0
21.799809262227956,91.566698314913,76.46664201586913,19.32323608716162,91.5352920053467,75.21623644923191,0
18.63322652018148,91.566698314913,76.33293738719784,19.290942171152377,91.56019450972502,75.25230862937846,0
25.48298619058713,91.566698314913,76.43356045825973,19.25862699521613,91.5851578521929,75.28841208690528,0
22.716647592891032,90.7834086559195,76.96631137559427,19.226287692928942,91.61018283633227,75.32454654962416,0
22.166544594493185,91.61653986355881,76.13306964330778,19.193920615222293,91.63527029495506,75.36071152141497,0
23.432898451211067,91.99995397860029,76.00005421375336,19.161521330885073,91.66042116921273,75.39690625421107,0
26.066598001070123,91.99995397860029,76.39978970153348,19.12908469264784,91.68563641582725,75.43312983373151,0
21.89987029831555,91.699990162897,75.66648184119202,19.096604703212133,91.71091693023129,75.46938121294004,0
21.666239414055212,91.61653986355881,75.0000262951862,19.064074444449883,91.73626354673024,75.50565919738415,0
18.699778744183927,92.63326172974213,75.21643481788097,19.0314862945366,91.76167708532562,75.54196255149351,0
16.449568932632676,92.99998578491596,75.48315487610667,18.998832104524208,91.78715834533499,75.57829010666487,0
22.433218890670823,92.99998578491596,75.51623643371605,18.966103654397706,91.81270797858016,75.61464075453297,0
18.68302433814135,92.68333190934504,75.0165670739909,18.933292846997926,91.83832643005252,75.6510134130059,0
16.38301670863023,92.99998578491596,75.2667463534119,18.900391153012826,91.86401393723443,75.68740703606154,0
14.933295185779732,92.99998578491596,74.94971475965527,18.867389942551394,91.8897705495113,75.72382067309205,0
20.600007629512522,92.34998797390648,75.0000262951862,18.83428091387353,91.91559610901905,75.76025347103322,0
17.099732967118115,92.44989970215521,75.0000262951862,18.80105613911597,91.94149025981453,75.79670470944619,0
13.733028152896448,91.99995397860029,74.78292857337459,18.7677075478626,91.96745250857465,75.8331738115383,0
15.24976729991724,91.93342237008683,75.0000262951862,18.734227269276516,91.99348224402331,75.86966035590147,0
16.249912260625337,91.99995397860029,75.5830887480517,18.700608014114504,92.01957879235795,75.9061641011767,0
14.166315709164124,91.68330010302937,75.5500071904423,18.666843025677384,92.04574143975263,75.94268496141851,0
14.083009079119105,92.33329791403884,75.33290946863069,18.63292600596756,92.0719694386132,75.97922294534634,0
12.849698634318521,92.99998578491596,75.0000262951862,18.598851275890077,92.09826202721382,76.01577815775464,0
13.61667811093413,92.99998578491596,75.09996016713124,18.56461384765147,92.12461834731846,76.05235084070226,0
16.416525520715375,92.5333500014934,75.94974267822242,18.53020948523159,92.1510373568424,76.08894141942471,0
15.899931334402678,92.36667803377412,75.2667463534119,18.495634644915544,92.17751782328284,76.12555048752668,0
13.000022888533838,92.99998578491596,75.0331078527956,18.460886265492853,92.20405837454024,76.16217874129539,0
13.883352407111765,92.99998578491596,75.39976178296632,18.425961822829528,92.23065751371897,76.19882704369908,0
14.06625467307653,92.99998578491596,75.98351343494868,18.390859546516868,92.25731355731956,76.23549646562014,0
12.949759670406117,92.99998578491596,75.61685950477793,18.35557844400862,92.2840246165348,76.27218825160848,0
14.599603265431801,92.99998578491596,76.01659499255805,18.320118312381435,92.31078859456386,76.30890376987415,0
14.216578927291847,92.99998578491596,76.5162643522832,18.28447978980326,92.33760318352856,76.3456445348188,0
13.799580376898895,92.43320964228758,76.73336207409483,18.248664306801903,92.36446586095066,76.3824121720795,0
14.649866483559522,92.8833839967996,77.00008213232053,18.212674121254295,92.3913739011566,76.41920835841793,0
16.06654459449272,92.03333409833556,77.18340909740589,18.17651236494788,92.41832442120648,76.45603478650226,0
17.36640726329575,91.94988379899738,77.66653767832634,18.140182990302797,92.4453143679244,76.4928931339116,0
19.666414892806873,90.90001044403587,77.3164245269603,18.103690622211136,92.47234060137457,76.52978503233192,0
24.816533150226967,91.88335219048392,76.88291828245393,18.067040347005705,92.49939994672515,76.56671203001844,0
22.083237964448166,91.99995397860029,76.7829844105089,18.030237358888,92.52648925505504,76.60367562603095,0
23.532959487298662,91.99995397860029,77.19994987621058,17.993286609405946,92.55360536017233,76.64067732884895,0
22.88326085298107,92.08340427793847,77.55006302757661,17.956192800795478,92.58074505449996,76.67771867345802,0
18.300000000001397,91.99995397860029,77.26680219054622,17.918960336754715,92.60790508705675,76.71480117852437,0
17.549774929428363,91.99995397860029,76.3501673651194,17.88159342125439,92.63508216002516,76.75192631170881,0
16.38301670863023,92.06671421807083,75.16681248146688,17.844096489761704,92.66227293857817,76.78909553505906,0
17.24959182116558,92.81662375732904,76.3667081439241,17.806474444204124,92.68947405538198,76.8263104403874,0
22.99961089494339,92.11655576671666,76.80021438843046,17.768732807505916,92.71668208621048,76.863572866413,0
23.699572747388704,91.99995397860029,77.51629227085036,17.730877562654126,92.74389348275285,76.90088482425263,0
20.699603265432266,93.03336590465123,76.90014826037549,17.69291461477302,92.77110463520545,76.93824841876683,0
